text,label
urgent someone is chasing me asap,FOLLOWING
urgent this place feels unsafe now,THREAT
urgent i am scared right now immediately,THREAT
help no problem now immediately,SAFE
please give me safety tips asap,PREVENTION
someone is bothering me please,HARASSMENT
please give me safety tips please,PREVENTION
help no problem now now,SAFE
how can i protect myself,PREVENTION
help someone is yelling threats asap,THREAT
urgent i feel secure now,SAFE
help someone is bothering me now,HARASSMENT
urgent i feel like i'm being watched asap,FOLLOWING
please someone is bothering me asap,HARASSMENT
safety precautions for women please,PREVENTION
please he is abusing me now,HARASSMENT
i reached home safely please,SAFE
please someone broke into my house immediately,EMERGENCY
quick someone is chasing me please,FOLLOWING
i am getting inappropriate comments now,HARASSMENT
help he is abusing me,HARASSMENT
someone is harassing me immediately,HARASSMENT
please someone is harassing me please,HARASSMENT
please someone is yelling threats asap,THREAT
quick everything is okay please,SAFE
help ways to stay safe while traveling,PREVENTION
help he is abusing me immediately,HARASSMENT
urgent someone is following me now,FOLLOWING
quick someone is harassing me asap,HARASSMENT
how can i protect myself asap,PREVENTION
safety precautions for women immediately,PREVENTION
quick everything is okay now,SAFE
help someone broke into my house please,EMERGENCY
a man is walking behind me asap,FOLLOWING
quick this area is dangerous,THREAT
please give me safety tips immediately,PREVENTION
help this area is dangerous,THREAT
how can i protect myself now,PREVENTION
quick someone broke into my house,EMERGENCY
someone is following me please,FOLLOWING
help someone broke into my house now,EMERGENCY
please how can i protect myself,PREVENTION
i think someone is stalking me,FOLLOWING
urgent he is abusing me now,HARASSMENT
please help me please now,EMERGENCY
help i am being assaulted,EMERGENCY
i think someone is stalking me immediately,FOLLOWING
help i feel like i'm being watched asap,FOLLOWING
please i am scared right now immediately,THREAT
help i feel secure asap,SAFE
please i am getting inappropriate comments,HARASSMENT
please everything is okay now,SAFE
urgent someone is following me immediately,FOLLOWING
help no problem now immediately,SAFE
please i am getting inappropriate comments please,HARASSMENT
i feel threatened,THREAT
urgent he is abusing me asap,HARASSMENT
urgent this place feels unsafe please,THREAT
please i feel threatened now,THREAT
help no problem now,SAFE
i feel secure immediately,SAFE
please someone is yelling threats please,THREAT
help he is abusing me asap,HARASSMENT
please this area is dangerous please,THREAT
help someone is bothering me please,HARASSMENT
please safety precautions for women please,PREVENTION
quick someone is following me please,FOLLOWING
please i feel threatened asap,THREAT
please safety precautions for women immediately,PREVENTION
urgent i am scared right now please,THREAT
quick i feel threatened now,THREAT
this place feels unsafe,THREAT
urgent how to stay safe at night now,PREVENTION
help no problem now,SAFE
quick someone is yelling threats now,THREAT
urgent how can i protect myself,PREVENTION
quick i feel like i'm being watched asap,FOLLOWING
help this area is dangerous immediately,THREAT
quick he is abusing me asap,HARASSMENT
please someone is following me,FOLLOWING
i am in danger please,EMERGENCY
quick ways to stay safe while traveling please,PREVENTION
how to stay safe at night immediately,PREVENTION
someone is following me,FOLLOWING
i think someone is stalking me,FOLLOWING
help this place feels unsafe immediately,THREAT
quick ways to stay safe while traveling please,PREVENTION
please i feel threatened,THREAT
help i am safe now immediately,SAFE
please help me please immediately,EMERGENCY
i am in danger asap,EMERGENCY
urgent this area is dangerous please,THREAT
urgent this area is dangerous now,THREAT
please this area is dangerous immediately,THREAT
how to stay safe at night please,PREVENTION
please this place feels unsafe now,THREAT
quick someone is following me please,FOLLOWING
urgent i am being assaulted,EMERGENCY
please i am in danger please,EMERGENCY
please i am safe now asap,SAFE
quick no problem now immediately,SAFE
quick someone is chasing me asap,FOLLOWING
urgent i am safe now,SAFE
quick i am being assaulted please,EMERGENCY
someone is chasing me please,FOLLOWING
urgent i feel like i'm being watched now,FOLLOWING
help someone is harassing me please,HARASSMENT
please i feel threatened please,THREAT
help ways to stay safe while traveling asap,PREVENTION
urgent someone is bothering me now,HARASSMENT
help help me please please,EMERGENCY
urgent someone is harassing me,HARASSMENT
urgent a man is walking behind me,FOLLOWING
urgent someone is following me asap,FOLLOWING
please i feel like i'm being watched asap,FOLLOWING
please i reached home safely asap,SAFE
quick someone is attacking me immediately,EMERGENCY
please i feel threatened now,THREAT
quick i feel secure immediately,SAFE
quick i feel like i'm being watched,FOLLOWING
i am in danger please,EMERGENCY
urgent i am safe now immediately,SAFE
please help me please,EMERGENCY
urgent someone is attacking me please,EMERGENCY
help help me please immediately,EMERGENCY
please i am being assaulted immediately,EMERGENCY
help i am scared right now immediately,THREAT
i feel uncomfortable with someone immediately,HARASSMENT
urgent someone is attacking me,EMERGENCY
urgent give me safety tips immediately,PREVENTION
help someone is following me asap,FOLLOWING
quick no problem now,SAFE
help someone is attacking me now,EMERGENCY
please this area is dangerous now,THREAT
quick someone is following me now,FOLLOWING
please ways to stay safe while traveling please,PREVENTION
urgent i am safe now please,SAFE
please someone broke into my house asap,EMERGENCY
please i feel threatened asap,THREAT
help help me please immediately,EMERGENCY
urgent someone is yelling threats please,THREAT
urgent i am scared right now asap,THREAT
please i feel secure,SAFE
quick i am scared right now now,THREAT
i feel secure please,SAFE
help i think someone is stalking me now,FOLLOWING
someone is yelling threats immediately,THREAT
i am getting inappropriate comments,HARASSMENT
urgent give me safety tips,PREVENTION
help this area is dangerous now,THREAT
please this area is dangerous now,THREAT
urgent someone is following me now,FOLLOWING
help i am scared right now asap,THREAT
give me safety tips please,PREVENTION
help someone is following me,FOLLOWING
quick help me please now,EMERGENCY
please someone is following me,FOLLOWING
quick ways to stay safe while traveling asap,PREVENTION
quick someone broke into my house immediately,EMERGENCY
please he is abusing me immediately,HARASSMENT
please i feel like i'm being watched immediately,FOLLOWING
this area is dangerous please,THREAT
quick someone is bothering me asap,HARASSMENT
help me please,EMERGENCY
help i feel like i'm being watched immediately,FOLLOWING
please someone is following me asap,FOLLOWING
please a man is walking behind me immediately,FOLLOWING
help i feel threatened please,THREAT
quick everything is okay now,SAFE
please i am in danger,EMERGENCY
urgent i feel uncomfortable with someone,HARASSMENT
quick someone broke into my house please,EMERGENCY
please i feel threatened asap,THREAT
help i reached home safely asap,SAFE
please i feel like i'm being watched now,FOLLOWING
help a man is walking behind me immediately,FOLLOWING
quick i am in danger,EMERGENCY
i feel uncomfortable with someone,HARASSMENT
please someone is following me asap,FOLLOWING
help someone is chasing me,FOLLOWING
quick no problem now immediately,SAFE
quick i am being assaulted immediately,EMERGENCY
quick ways to stay safe while traveling asap,PREVENTION
please someone broke into my house immediately,EMERGENCY
please someone is attacking me now,EMERGENCY
urgent ways to stay safe while traveling asap,PREVENTION
quick someone is attacking me please,EMERGENCY
safety precautions for women immediately,PREVENTION
urgent how can i protect myself now,PREVENTION
help i am in danger please,EMERGENCY
help help me please,EMERGENCY
quick i reached home safely now,SAFE
quick i think someone is stalking me,FOLLOWING
urgent someone is bothering me now,HARASSMENT
help give me safety tips,PREVENTION
quick ways to stay safe while traveling immediately,PREVENTION
quick give me safety tips now,PREVENTION
help i am getting inappropriate comments now,HARASSMENT
please this area is dangerous,THREAT
quick i feel threatened now,THREAT
please safety precautions for women immediately,PREVENTION
quick i am scared right now,THREAT
i am safe now now,SAFE
quick i am being assaulted,EMERGENCY
quick someone is chasing me please,FOLLOWING
urgent someone is yelling threats now,THREAT
urgent i am being assaulted now,EMERGENCY
please i think someone is stalking me please,FOLLOWING
urgent this area is dangerous please,THREAT
i am scared right now,THREAT
urgent someone is chasing me,FOLLOWING
urgent someone is following me now,FOLLOWING
please i am safe now asap,SAFE
help i am in danger asap,EMERGENCY
quick safety precautions for women please,PREVENTION
quick i feel secure asap,SAFE
please a man is walking behind me now,FOLLOWING
quick i am scared right now asap,THREAT
help everything is okay now,SAFE
help how can i protect myself,PREVENTION
quick i am scared right now please,THREAT
help me please asap,EMERGENCY
help i feel uncomfortable with someone immediately,HARASSMENT
i am in danger asap,EMERGENCY
quick i feel secure immediately,SAFE
urgent i am in danger immediately,EMERGENCY
quick a man is walking behind me asap,FOLLOWING
please a man is walking behind me,FOLLOWING
help give me safety tips asap,PREVENTION
help how can i protect myself immediately,PREVENTION
urgent safety precautions for women immediately,PREVENTION
help how can i protect myself,PREVENTION
help someone is yelling threats asap,THREAT
help me please immediately,EMERGENCY
urgent he is abusing me immediately,HARASSMENT
i am scared right now please,THREAT
please someone is harassing me asap,HARASSMENT
quick i am in danger now,EMERGENCY
help i feel uncomfortable with someone please,HARASSMENT
quick i reached home safely immediately,SAFE
help someone broke into my house now,EMERGENCY
urgent a man is walking behind me now,FOLLOWING
urgent help me please immediately,EMERGENCY
i feel uncomfortable with someone,HARASSMENT
please i am being assaulted asap,EMERGENCY
this place feels unsafe immediately,THREAT
i think someone is stalking me immediately,FOLLOWING
help ways to stay safe while traveling immediately,PREVENTION
quick this area is dangerous please,THREAT
